DB 0 MOTIF	JASPAR174	USF2
 -44.5	13
 -43.5	14
 -42.5	6
 -41.5	12
 -40.5	20.5
 -39.5	22.5
 -38.5	20
 -37.5	20
 -36.5	21
 -35.5	26.5
 -34.5	21
 -33.5	34
 -32.5	22
 -31.5	36
 -30.5	36.5
 -29.5	34.25
 -28.5	44.75
 -27.5	43
 -26.5	60.8333
 -25.5	62.5
 -24.5	61.5
 -23.5	72.5
 -22.5	72
 -21.5	89.5
 -20.5	93.5
 -19.5	95
 -18.5	92.5
 -17.5	114.833
 -16.5	116
 -15.5	122.5
 -14.5	167.5
 -13.5	172.5
 -12.5	164
 -11.5	180
 -10.5	159.5
  -9.5	159.5
  -8.5	184.5
  -7.5	199.5
  -6.5	185.5
  -5.5	183.5
  -4.5	219
  -3.5	246.5
  -2.5	212.5
  -1.5	237
  -0.5	236
   0.5	235
   1.5	244
   2.5	239.5
   3.5	235
   4.5	203.25
   5.5	205.25
   6.5	188
   7.5	160.5
   8.5	175.5
   9.5	202.5
  10.5	180.5
  11.5	165.5
  12.5	174.333
  13.5	174
  14.5	157.5
  15.5	146.5
  16.5	152.5
  17.5	120.333
  18.5	111.333
  19.5	109
  20.5	97.5
  21.5	81.5
  22.5	88
  23.5	72
  24.5	61
  25.5	70
  26.5	70
  27.5	43.5
  28.5	37.5
  29.5	25
  30.5	25
  31.5	36
  32.5	25.5
  33.5	23
  34.5	27.5
  35.5	20.5
  36.5	20.5
  37.5	21
  38.5	6
  39.5	20.5
  40.5	17.5
  41.5	8.5
  42.5	12.3333
  43.5	19
  44.5	19
DB 0 MOTIF	JASPAR211	MAX
 -45.0	15
 -44.0	16
 -43.0	17
 -42.0	13
 -41.0	28
 -40.0	26
 -39.0	23
 -38.0	18
 -37.0	30
 -36.0	29.5
 -35.0	28
 -34.0	28
 -33.0	42.5
 -32.0	32.5
 -31.0	46.5
 -30.0	41.5
 -29.0	45
 -28.0	56.5
 -27.0	60.5
 -26.0	69.5
 -25.0	84
 -24.0	77
 -23.0	90.5
 -22.0	96
 -21.0	109.5
 -20.0	105
 -19.0	112
 -18.0	104
 -17.0	136.333
 -16.0	154
 -15.0	163
 -14.0	180
 -13.0	181
 -12.0	180.5
 -11.0	190
 -10.0	170
  -9.0	201
  -8.0	214.5
  -7.0	192
  -6.0	204
  -5.0	225
  -4.0	226.5
  -3.0	248
  -2.0	253.5
  -1.0	255
   0.0	255.5
   1.0	281
   2.0	236
   3.0	265
   4.0	241.5
   5.0	204.5
   6.0	196.5
   7.0	205.5
   8.0	193.5
   9.0	212.5
  10.0	205.5
  11.0	198
  12.0	191
  13.0	200.833
  14.0	188.5
  15.0	175.5
  16.0	167
  17.0	159.5
  18.0	121.5
  19.0	142.5
  20.0	114
  21.0	101
  22.0	93.5
  23.0	88
  24.0	92
  25.0	78.5
  26.0	71
  27.0	61.5
  28.0	46
  29.0	43.5
  30.0	34
  31.0	36.5
  32.0	38.5
  33.0	36
  34.0	31.5
  35.0	26
  36.0	26
  37.0	27
  38.0	21
  39.0	19.5
  40.0	25
  41.0	13
  42.0	21
  43.0	19.3333
  44.0	22
  45.0	19
DB 0 MOTIF	JASPAR160	BHLHE40
 -45.0	11
 -44.0	11
 -43.0	10
 -42.0	12
 -41.0	18
 -40.0	18
 -39.0	19
 -38.0	15
 -37.0	18
 -36.0	20
 -35.0	18
 -34.0	19
 -33.0	30
 -32.0	25.5
 -31.0	27.5
 -30.0	22.5
 -29.0	32.5
 -28.0	38
 -27.0	42.5
 -26.0	52
 -25.0	55.5
 -24.0	46
 -23.0	71.5
 -22.0	69
 -21.0	72.5
 -20.0	78
 -19.0	82
 -18.0	82
 -17.0	89.3333
 -16.0	112.5
 -15.0	113.5
 -14.0	131.5
 -13.0	149.5
 -12.0	149
 -11.0	138.5
 -10.0	128.5
  -9.0	144
  -8.0	179
  -7.0	151.5
  -6.0	160.5
  -5.0	183
  -4.0	188.5
  -3.0	200.5
  -2.0	203
  -1.0	191
   0.0	206
   1.0	215
   2.0	186
   3.0	217.5
   4.0	205
   5.0	174
   6.0	155.5
   7.0	159
   8.0	148.5
   9.0	145.5
  10.0	150.5
  11.0	134.5
  12.0	140
  13.0	145.333
  14.0	133.5
  15.0	128.5
  16.0	136
  17.0	105.5
  18.0	91
  19.0	95.5
  20.0	81.5
  21.0	76
  22.0	72
  23.0	59
  24.0	61.5
  25.0	63
  26.0	55
  27.0	45.5
  28.0	38
  29.0	34
  30.0	24
  31.0	16
  32.0	31
  33.0	22
  34.0	27.5
  35.0	21
  36.0	18.5
  37.0	17
  38.0	15
  39.0	15.5
  40.0	19
  41.0	14
  42.0	17
  43.0	13.3333
  44.0	19
  45.0	14
